22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
28,22,24,26,30,32
30,24,22,26,28,32
28,26,22,24,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,26,24,28,30,32
26,22,24,28,30,32
26,24,22,28,30,32
24,26,22,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
26,24,22,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
26,24,22,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,26,22,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,26,24,28,30,32
22,26,24,28,30,32
26,22,24,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,26,24,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
26,24,22,28,32,30
24,26,22,28,30,32
26,22,24,30,32,28
22,24,26,28,30,32
26,22,24,28,30,32
22,26,24,28,30,32
22,24,28,26,30,32
22,24,26,28,32,30
26,22,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
26,24,22,28,30,32
22,24,26,28,30,32
26,22,24,28,30,32
26,24,28,22,30,32
24,22,26,28,30,32
30,22,28,26,24,32
22,24,28,30,26,32
24,22,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,28,26,32,30
26,24,28,22,32,30
24,22,28,26,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,28,26,30,32
22,26,30,24,28,32
24,22,26,30,28,32
28,22,26,24,30,32
26,22,24,28,32,30
28,22,26,24,30,32
24,22,26,28,30,32
24,26,22,28,30,32
24,22,26,30,28,32
22,24,26,30,28,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,26,22,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,32,30
22,24,28,26,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,26,24,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
26,24,22,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,28,24,26,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
26,24,22,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,28,26,30,32
24,22,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
26,22,24,28,30,32
22,26,24,30,28,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,26,22,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
22,24,28,26,30,32
24,22,26,28,30,32
22,26,24,28,30,32
22,24,28,26,30,32
22,26,24,28,30,32
22,24,26,28,32,30
22,24,28,26,30,32
24,22,26,28,30,32
22,24,28,26,30,32
24,22,26,30,28,32
22,24,28,26,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
26,22,24,28,30,32
28,24,22,26,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
26,24,22,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,26,22,28,30,32
24,22,26,28,30,32
22,24,26,30,28,32
24,22,26,28,30,32
22,30,24,28,26,32
22,24,26,28,30,32
24,22,26,30,28,32
26,22,24,28,30,32
22,26,24,28,30,32
26,30,22,24,28,32
24,22,26,30,28,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
26,24,22,28,30,32
24,26,22,28,30,32
24,22,28,26,30,32
24,26,22,28,30,32
26,22,24,28,30,32
24,22,30,26,28,32
28,24,22,30,26,32
22,24,26,28,30,32
22,24,26,28,30,32
26,28,24,22,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,26,22,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,30,26,22,28,32
22,24,26,28,30,32
28,22,24,26,30,32
28,24,26,22,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,26,24,28,30,32
22,26,24,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
26,22,24,28,30,32
24,22,28,26,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
26,22,24,28,30,32
22,24,26,28,30,32
26,24,22,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,28,26,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,28,26,30,32
22,26,24,28,30,32
22,26,24,28,30,32
26,24,22,30,28,32
22,24,26,32,28,30
26,22,28,24,30,32
26,24,22,28,30,32
24,22,26,28,30,32
26,24,22,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,26,24,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,30,28,32
24,26,22,30,28,32
24,22,28,26,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,30,28,32
22,26,24,28,30,32
26,22,24,28,30,32
22,24,26,30,28,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,28,24,26,30,32
22,24,28,26,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,30,28,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,28,26,32,30
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,28,26,32,30
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
26,24,22,28,30,32
26,24,22,28,30,32
22,24,26,28,30,32
24,26,22,28,30,32
22,26,24,32,28,30
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,30,28,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,28,26,30,32
24,26,22,28,30,32
24,26,22,28,30,32
24,22,30,28,26,32
22,24,28,26,30,32
26,28,24,22,32,30
24,22,28,26,30,32
22,26,24,28,30,32
26,22,24,28,30,32
28,22,26,24,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
22,24,28,26,30,32
22,24,26,28,30,32
22,24,26,28,30,32
26,22,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,28,26,30,32
22,24,26,28,30,32
22,24,26,30,28,32
24,22,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,26,22,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,26,22,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,28,26,30,32
26,24,22,28,30,32
24,22,26,30,28,32
26,28,22,24,30,32
22,28,24,26,30,32
24,26,22,28,30,32
26,24,22,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
26,22,24,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
24,22,26,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,28,26,30,32
22,24,26,28,30,32
26,24,22,28,30,32
24,22,28,26,30,32
22,24,26,28,30,32
24,22,26,28,30,32
26,22,24,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
24,22,26,28,30,32
24,22,26,28,30,32
22,24,26,28,30,32
22,26,24,28,30,32
24,26,22,28,30,32
24,22,26,28,30,32
26,22,24,28,30,32
22,26,24,28,30,32
24,22,26,28,30,32
26,24,22,30,28,32
24,22,26,28,30,32
22,26,24,30,28,32
24,22,26,28,30,32
24,26,22,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
26,24,22,28,30,32
24,26,22,28,30,32
22,24,26,28,30,32
22,24,26,28,30,32
26,22,24,28,30,32
22,26,24,28,30,32
22,24,26,28,30,32
26,22,24,28,30,32
